nombre,no_publicaciones,no_seguidores,fecha_ult_pub,tel1,tel2,tel3,bio,link,keyword
accesorios_amat,565,"73,251",20-Aug-18,3134366125,,,whatsapp 3134366125 brdetalpor mayor brEnvíos a todo ColombiabrBOGOTÁ brCll 140 a class hrefexploretags1111a58 local 47brClic abajo para ver catálogos,api.whatsapp.com/send?phone=573134366125,#interioresmedellin
glorialopez583,134,106,20-Aug-18,3207037918,,,ESTAMPACIÓN DE GLOBOS PARA TUS EVENTOS brREGALOS TODA OCASIÓN brDETALLES brRECORDATORIOS brPARA MAS INFORMACIÓN  AL WPP 3207037918,No link,#interioresmedellin
durley90,79,262,27-Jul-18,3136333476,,,TIENDA VIRTUALbrVenta de accesorios brEnvíos en la ciudad de MedellínbrEnvíos nacionalesbrWhatsapp 313 633 3476bra class hrefexploretagsaccesoriossalomaaccesoriossalomaa,No link,#interioresmedellin
ohlalabyana,346,"1,701",18-Aug-18,3206780819,,,inbox wwwfacebookcomohlalabyana  email ohlalabyanagmailcom  Whatsapp 3206780819 MedellinColombia,No link,#interioresmedellin
sachis.tiendaonline,52,366,15-Aug-18,3508754028,,3454794907,Ventas al por mayor y detalbrEnvíos a todo el paísbrDomicilios en MedellinbrWhatsApp 3508754028,m.facebook.com/SachistiendaOnline-2055243454794907,#interioresmedellin
camil_accesorios,19,44,13-Aug-18,,,3017538919,ventas por mayor y detal brFABRICAMOS TUS ACCESORIOS PERSONALIZADOSbrDOMICILIOS CONTRAENTREGA EN MEDELLINbrenvios a todo colombiabrImf,api.whatsapp.com/send?phone=573017538919,#interioresmedellin
millennial.chan,13,27,29-Jun-18,,,,By a classnotranslate hreftathygonzalez1tathygonzalez1abrMade it with pure lovebrAmor por la vidabrAmor porbrAmor por ti mismo  brEscríbenos al direct ,No link,#interioresmedellin
lulitodisenos,17,57,3-Aug-18,3216174927,,,Diseños artesanales 100 hechos con el corazon brPedidos wapp 3216174927bra class hrefexploretagshechoamanohechoamanoa a class hrefexploretagshechoconamorhechoconamora ,lulito.co,#interioresmedellin
coronatwentyfour,435,358,14-Aug-18,,,,TwentyfourbrTienda Virtual br MedellínColombia br Variedad De Artículosbr Domicilios       br Facilidades  De PagobrInfo Por Direct,www.facebook.com/corona.twentyfour.1,#interioresmedellin
inspired_accesorios,109,614,23-Jun-18,3128986608,,,Los más lindos Accesorios Nacionales e importados brBolsos divinos  br Splash Victoria SecretbrVentas al por mayorbr3128986608,No link,#interioresmedellin
cielomodaccesorios,"6,631","11,064",27-Jun-18,,,3222410920,TIENDA VIRTUAL  since 2008  Segura envíos  a toda a class hrefexploretagscolombiaColombiaa a class hrefexploretagsusausaa a class hrefexploretagsaccesoriosaccesoriosa a class hrefexploretagscartagenacartagenaa brCerrada hasta nueva colección Sacando pedidos pasados,api.whatsapp.com/send?phone=573222410920,#interioresmedellin
fullneopreno,51,473,11-Aug-18,,,,a class hrefexploretagsaccesoriosAccesoriosa exclusivos brMedellínCobrPuedes crear tu propio brazaletebr Exclusividadbr Entregas en Medellín y en toda Colombiabra class hrefexploretagsneoprenoNeoprenoa a class hrefexploretagsoroOroa,No link,#interioresmedellin
marin_marin_accesorios,30,123,31-May-18,,,,Ventas por mayor y al detalbrEnvios nacionales  dejate consentirte ,No link,#interioresmedellin
accessories.bright,15,29,19-May-18,,,,Calidad y exclusividad en pulseras collares aretas y demasbrEnvíos a cualquier parte de colombiabrEscribenos al interno para mayor información,No link,#interioresmedellin
greenpick22,62,236,19-Aug-18,3212750924,,,Tienda de accesorios diseñados según tu estilobrwhatsapp 3212750924brhttpswwwfacebookcomgreenpicks22brVentas por mayor y detalbra class hrefexploretagsaccesoaccesoa,No link,#interioresmedellin
narome_perfumes_y_accesorios,13,55,27-May-18,,,,No biography,No link,#interioresmedellin
maliaccesorios215,"3,241",916,20-Aug-18,3217825598,,,Tienda virtual de AccesoriosColombia Envío Nacionales e InternacionesRealiza tus pedidos al Tel 321 782 55 98,No link,#interioresmedellin
freesiaccesorios,551,581,18-Aug-18,3113105460,,,CC MegacentroLocal 131 Torre 1 CarabobobrEscribenos al WhatsApp 3105460211brVentas al por mayor y detal brMedellinColombiabrSiempre con Dios,No link,#interioresmedellin
juanitanewstyle,"1,032","1,031",21-Aug-18,,,3193955616,Ventas al por mayor y detal br envíos a cualquier lugar  br pedidos solo por WhatsApp brsolo dale abrir al enlace y listobrtienda virtual Medellin,api.whatsapp.com/send?phone=573193955616,#interioresmedellin
laccesoutique,255,"1,530",27-Jul-18,3007141620,,,gtAccesorios y Varios Divinosltbr300 7141620brEnvíos MedellínbrEnvíos nacionalesbrMedellinColombia,No link,#interioresmedellin
lamarquesajoyasyaccesorios,195,827,15-Aug-18,3017832169,3133745358,,Dos  que con honor trabajan para plasmar bellezabrMaría Cristina 3017832169brLuisa Fernanda 31337453583brMedellín tienda virtual envíos nacionales,No link,#interioresmedellin
natybonilla1,201,741,19-Aug-18,,,,No biography,No link,#interioresmedellin
creadoradsuenos,56,226,14-Jul-18,,,,Accesoriosbra classnotranslate hrefliibedoyaliibedoyaabrLas ideas nacen del corazón  a class hrefexploretagscreadoradesueñoscreadoradesueñosa,No link,#interioresmedellin
amartinaaccesorios,809,"1,421",20-Aug-18,3000030078,,,Accesorios en a class hrefexploretagsorogolfiedorogolfieda y a class hrefexploretagsaceroaceroa desde 10000 hasta 30000 Ventas por unidad al por mayor y en consignación entrega inmediata Whatsapp 3007888084,No link,#jeansmedellin
eye_accesorioscol,49,"7,196",2-Apr-18,,,,  Accesorios que encantan  Precios que enamoran   brMedellin  ColombiabrEnvíos a todo el país ,No link,#jeansmedellin
hemasaccessories,98,366,19-Aug-18,3043563193,,,lo mejor para ustedesbr Accesorios en tendencia y a la moda para todos los gustos moda a class hrefexploretagsalestilohemasalestilohemasa brQue esperas Obtén ya la tuyabr57 3043563193,www.facebook.com/hemasdesign,#jeansmedellin
estiloayla,18,212,Private Account,3137905336,,,Aleyda Jaramillo brAccesorios hechos a mano  con mucho  para acompañar tu estilobrContacto whatsapp 57 3137905336,No link,#jeansmedellin
todosenmoda,149,"2,391",20-Aug-18,3234122491,,,HECHO A MANO CON AMORbrFabricantesVentas al por Mayor y Gran Mayorbrcuenta aliada a classnotranslate hrefduaccesoriesduaccesoriesa br Whatsaap 573234122491 brMedellin Colombia,No link,#jeansmedellin
antojitosshop,204,"1,512",9-Jun-18,3022077571,,3222952292,Tienda virtual brPagos bancolombia brEnvios a todo Colombiabr whatasapp 3022077571,lm.facebook.com/l.php?u=http%3A%2F%2Ffb.me%2Fantojitosshop&amp;h=ATOyy9Ixu5KVloCIRdzfLnSyVbUSjWzyi-t2QgWus2nDCTrEQRiUHDLI9Z2rZTS-ZMaRzmvXpN10uDylKt6Fw64HCYTcc4DGdOa2Ud0R0SuIJgG0F8Pw5x_B660JE98vCuL3x_os&amp;s=1,#jeansmedellin
fractalmundo,143,58,Private Account,,,,No biography,mundofractal.com,#jeansmedellin
sarahbarragantienda,145,207,Private Account,3148417804,,,Accesorios decoración y moda WhatsApp 57 314 8417804 Atenderé todas las inquietudes de precios tallas etc Mil gracias Domicilios,No link,#jeansmedellin
barbaconespiritu_,98,"1,585",13-Aug-18,,,3042994305,Productos y accesorios para el cuidado de la barbabrMr Woods barba con espíritubrMade in Medellín CObrEnvíosbr Whatsapp link inferiorbr DM,api.whatsapp.com/send?phone=573042994305,#jeansmedellin
thebeard_staff,191,"4,437",Private Account,3053654087,,,Productos para el cuidado y el crecimiento de la BARBA  naturalesbrInfo Whatsapp3053654087brEnvios a todo Colombia ,No link,#jeansmedellin
davidemessaco96,579,"1,071",Private Account,,,,No biography,No link,#jeansmedellin
jorgerz68,71,"2,435",Private Account,,,,MusicobrProductor Musicalbr  Barbero,No link,#jeansmedellin
minoxidilkirkland,65,513,Private Account,3225258308,,, Garantizado  original br ContáctanosbrSolo WhatsApp 3225258308 brDirect brDomicilios en Medellín brEnvios a toda Colombia ,No link,#jeansmedellin
dreadie_barber,196,848,Private Account,3003504778,346666109,,Professional barberbrCitas   57 3003504778br  Barber love   brLaureles MedellínColombiabrCalle34 a class hrefexploretags66b66Ba109brCerca de unicentrobrPág en Facebook,www.facebook.com/dreadiebarber,#jeansmedellin
acero_photo,241,581,Private Account,,,,Photojournalists brTraveler brFashion photography brLandscapes brBodas brFotografía publicitaria brFotografía 360º ,www.flickr.com/itoguelmi,#jeansmedellin
deluxe_group_oficial_,"1,407","7,287",18-Aug-18,,,,Espacio para PROMOCIONAR y MANEJAR tu marca producto o servicio,No link,#jeansmedellin
fernando_gonzalezg,43,132,Private Account,,,,No biography,No link,#jeansmedellin
metrominoxidil,6,54,Private Account,3008876536,,,Entregas de Minoxidil al 5  Express en estaciones  del MetrobrWhatsApp 300 887 65 36brCu 30000 con entrega en estacionbrMAS ECONOMICO brMAS RAPIDO,Minoxidilco.com,#jeansmedellin
distribuidorminoxidil,10,255,7-Dec-17,3207697613,3700000140,,MedellínbrCrecimiento del cabello y la BarbabrWHATS APPbr3207697613br1 x 27000con goterobr2 x 54000 con goterobr3 x 700000       brCAJA 140000,No link,#jeansmedellin
_minoxidil,23,599,Private Account,3008876536,,,MINOXIDIL AL PORMAYOR  DISTRIBUIDORES WhatsaApp  br3008876536bra classnotranslate hrefminoxidilcominoxidilcoa,minoxidilco.com,#jeansmedellin
cambridge_barbershop,341,"2,571",12-Aug-18,,,,No biography,No link,#jeansmedellin
julian.roa.562,299,336,11-Oct-16,,,,NEWMEN ,No link,#jeansmedellin
7felipe_melo,150,493,Private Account,,,,Pues Dios no es Dios de confusión sino de pazbr1 Cor 1433                        a classnotranslate hrefnewmenbarbershopnewmenbarbershopa,No link,#jeansmedellin
jhosep_calle,332,434,13-Aug-18,,,,Mi barba poblada si pero no como yo deseo posaran memorias táctiles de mujer que amen mi barba  mi barba  marejada poblada pero no como yo deseaba,No link,#jeansmedellin
abauintima,312,"2,730",Private Account,3007909475,,,ROPAINTERIOR FEMENINAbrSOMOS FABRICANTESbrWHATSAPP 3007909475,No link,#jeansmedellin
ambientesycortinasdelsur,141,"1,041",15-Jun-18,3316558314,,, 3316558  3146296103                          a class hrefexploretagspersianasPersianasa a class hrefexploretagscortinascortinasa toldos motorización polarización confección instalación y mantenimiento,www.ambientesycortinasdelsur.com,#jeansmedellin
brykamakeup,"3,052","50,310",Private Account,,,3006363067,PEDIDOS EN EL LINK paga CONTRAENTREGA en Medellín  Solo ventas Colombia  No al por Mayor,api.whatsapp.com/send?phone=573006363067,#jeansmedellin
morattalenceria,102,"1,355",Private Account,3116303084,,, a class hrefexploretagsropainteriorfemeninaRopaInteriorFemeninaa y a class hrefexploretagslenceriaLenceriaabr Hecho por a class hrefexploretagsmadrescolombianasMadresColombianasabr Envíos a todo el paísbr morattacomcobr 311 630 3084br Línea de atención,bit.ly/Moratta,#jeansmedellin
brykalingerie,333,"4,506",15-Aug-18,3176811025,,,Tienda online  de lencería SOLO AL DETAL brMedellín  ColombiabrPagos contraentrega Medellin 3176811025brCLIK AQUÍ PARA PEDIDOS ,api.whatsapp.com/send?phone=573176811025,#jeansmedellin
interiores_medellin,"4,927","77,660",Private Account,3142583043,,,Compra ONLINE brVentas al Mayor brDistribuidor Autorizado  LEILOV LINGERIE br57 3142583043 brEnvíos a todo Colombia brDIRECTO WHATSAPP,api.whatsapp.com/send?phone=573142583043,#jeansmedellin
keysjeansj,67,"1,640",Private Account,3175139621,,,Keys Jeans   Innovando tendencias brEnvíos NacionalesVentas al por mayor y al DetalbrEscríbenos 3175139621 a class hrefexploretagsjeansjeansaa class hrefexploretagsmedellinmedellinaa class hrefexploretagsmodamodaa,goo.gl/k2wPFx,#jeansmedellin
pulporosa,239,681,Private Account,3112104571,,,Pulporosa agencia de fotografía publicitaria Fotografía amp Producción brPh a classnotranslate hrefcesarkrrillocesarkrrilloa a classnotranslate hrefpulporosapulporosaabrcreativospulporosacombr573112104571,www.pulporosa.com,#jeansmedellin
dotextil,59,332,16-Aug-18,3122241182,,,Somos fabricantes de uniformes y bordamos todo tipo de prendas                                                                            3122241182,hotmail.com,#jeansmedellin
insutroquels.a.s,11,136,Private Account,3178676246,,,a class hrefexploretagsempresaEmpresaa con talento humano fabricación de botoneria remaches placas ojaletes apliques al calor y todo tipo de troqueleria contacto 573178676246,No link,#jeansmedellin
denimbluejeanssas,162,987,14-Aug-18,3122316999,,,Fabricantes y distribuidores de Jeans para damas caballeros niñas y niñosbrPBX 4482312  2316999bra class hrefexploretagsdenimbluejeanssasdenimbluejeanssasabrbucklerjeanshotmailcom,No link,#jeansmedellin
zodat.brand,33,"4,103",Private Account,3147503951,3147444521,,Venta al Detal y al x MayorbrZodatrocksgmailcom br31475039513147444521,api.whatsapp.com/send?phone=573147503951,#jeansmedellin
exclusive.l.a,56,"1,120",13-Aug-18,,,3147503951,Cuenta de Instagram oficialbrEnvíos a todo el Pais brVenta Detal y X MayorbrContáctanos ,api.whatsapp.com/send?phone=573147503951,#jeansmedellin
lolajeansoficial,722,"24,154",Private Account,,,,MEDELLÍNCOLOMBIA,lolajeans.com.co,#jeansmedellin
ultimatedjeansoficial,300,"3,364",18-Aug-18,3105043858,342774293,,Empresa ColombianabrSomos fabricantes ULTIMATED JEANS  Ventas directas 3105043858 Fijo 034277 42 93Estamos ubicados en Medellín,www.aiyellow.com/prendas_de_vestir_hombre_blusas_bermudas_short,#jeansmedellin
xixyjeansoficial,143,"34,405",Private Account,,,,Marca Colombiana destacada en la fabricación de jeans y comercialización de ropa para hombre mujer y niños,www.xixyjeans.com.co,#jeansmedellin
cocoajeans,"1,944","23,284",Private Account,3131223301,,,Marca colombiana creada con pasión br Envíos todo el país brTelefono 313 1223brWhatsApp 301376 1686  321 8476971bra class hrefexploretagsbecocoabecocoaa,www.cocoajeans.com.co,#jeansmedellin
sava_vestuario,129,527,29-Jul-18,,,, Jeanswear brand br Hecho en Colombia,No link,#jeansmedellin
herragoez,39,306,2-May-18,,,,Somos una empresa dedicada a la fabricación de herrajes en material zamak para la confección marroquinería herragoezhotmailcombr5889408 a class hrefexploretagsherragoezherragoeza,www.herragoez.com,#jeansmedellin
dulcecapricho5,84,691,Private Account,3014732709,,,TIENDA DE MODA br Jeans Colombianos Blusasbr Contactenos  3014732709brDomicilios en Medellin envios a toda ColombiabrEntrega 100 Segura,api.whatsapp.com/send?phone=573014732709,#jeansmedellin
cesarkrrillo,536,"1,421",Private Account,3112104571,,,PULPOROSA  Dir creativo  PHbra classnotranslate hrefpulporosapulporosaa a classnotranslate hrefcesarkrrillocesarkrrilloa brAgencia de fotografía publicitariabrcreativospulporosacombr573112104571brwwwcesarkrrillocom,www.pulporosa.com,#jeansmedellin
julianasfashionboutique,"4,193","6,847",Private Account,3103373679,,,Ropa para dama caballeros moda Colombiana y americana whatsapp54769220y31033736 Tel 79414313 ubicados entrada principal Colonia el chaparro zacapa,No link,#jeansmedellin
zaika.fashion,423,"1,530",Private Account,3133948676,,,TU MARCA FAVORITA 100 Colombiana Contáctanos 57 313 3948676 CC VICTORIA Local 1105 BOGOTACOLOMBIA a class hrefexploretagslosmejoresjeanscolombianoslosmejoresjeanscolombianosa a class hrefexploretagsjeanscolombianosjeanscolombianosa,www.zaikafashion.com,#jeansmedellin
yo_tu_coach,522,577,20-Aug-18,,,,Asesora de imagensiempre con amorbrWasap y teléfono información y pedidos 682017903br,www.yotucoach.es,#jeansmedellin
latinoutfit,31,92,Private Account,,,,The best Latin brands all in one place  brComercializamos jeans 100 colombianos en EEUU Whatsap 57 786 2863670,www.latinoutfit.com,#jeansmedellin
ereshermosastore,129,"2,435",Private Account,3058680040,,,Tienda Virtual  brBogotá DOMICILIOS Colombia brEnvíos nacionalesbrVentas por mayor y al detalbrNUEVO NÚMERO  DE ATENCIÓN WhatsApp  305 8680040,api.whatsapp.com/send?phone=573058680040&amp;text=%E2%8C%9A,#jeansmedellin
jeansduchess,"1,082","125,791",Private Account,3004229474,,,Jeans LevantacolabrWhatsApp  57 3004229474brEnvíos Nacionales e Internacionales ,goo.gl/jNREyX,#jeansmedellin
complexstore,785,"1,728",Private Account,3187953277,,,BOGOTACOLOMBIAbrVENTAS AL X MAYOR  DETAL brENVIOS A TODO EL PAISbrWSP 3187953277,www.complex-store.com,#jeansmedellin
suramericanademarquillas,144,634,Private Account,,,,Soluciones tejidas para el mercado nacional e internacionalbrSede Medellín 57 4 4441864brSede Bogotá 57 1 6270344,www.sdm.com.co,#jeansmedellin
ycosasdemujeres,899,926,2-Jul-18,3138151091,,,Boutique virtualRopa americana ropa d mujerFajas   Colombianasfabrica mayoristabrInfo 57 3138151091 brÚnicamente pedidos por whatsapp,No link,#jeansmedellin
capitalstoreclub,89,192,20-Dec-17,3014251717,,,Tienda virtual para dama y caballero brExcelente calidad y servicio brMultimarcas importadas y nacionales brPedidos 301 425 1717  ,No link,#jeansmedellin
brisamartienda,561,614,Private Account,3178443474,,, 3178443474 brEnvio a todo Colombia y al extranjero brSíguenos en Facebook como Brisamartienda,www.brisamartienda.com,#jeansmedellin
disijeans,145,"1,016",19-Aug-18,3122906520,,,Inspiración Europea  con chispa Latina y la inconfundible calidad colombianabrWhatsApp 3122906520 bra class hrefexploretagsdisiaserfelizdisiaserfeliza,No link,#jeansmedellin
samarastudio_jeans,66,280,Private Account,3128308139,,,Jeans para dama brVentas al por mayor y detalbrEnvios nacionalesbrInfo  573128308139  45127852brCC Singapur Calle 48 N52 A 10 Local 323brMedellín,No link,#jeansmedellin
macondojeans,"1,367","6,585",Private Account,3174345640,,,Que nunca te olviden Jeans Levantacola enterizos y más Pídelos en WhatsApp 3174345640 ó Cómpralos YA en,www.ColombiaJeans.Co,#jeansmedellin
silepsisjeans,76,"1,027",Private Account,3117251822,,,SOMOS FABRICANTES brDISTRIBUIDORES MAYORISTASbrCON LOS MEJORES PRECIOSbrY CALIDAD DEL MERCADObrWhatsapp57  3117251822brEnvíos gratis nacionalesbrMedellín,m.facebook.com/profile.php?id=577119042350435,#jeansmedellin
elgatoelegante_,26,479,18-Jul-17,3017526971,3104923793,3352585902,El Gato Elegante Te Da Estilo brVenta De Jeans Diesel   brVENTAS CONTRA ENTREGA MEDELLÍN br Seguro brWpp3017526971 3104923793,www.facebook.com/El-Gato-Elegante-335258590228071,#jeansmedellin
medejeans_chile,552,"2,292",19-Aug-18,,,,El toque de moda que te hara lucir diferente a las demas bella sexy infalible para que estes siempre espectacular   Tu segunda piel ENVIOS,No link,#jeansmedellin
ropadeportivachocolatesport,987,"21,804",Private Account,3003705943,,,Ropa deportiva que moldea precios en wwwchocolatesportcomregistro allí para comprar por mayor whatsapp57 3003705943 infochocolatesportgmailcom,www.chocolatesport.com,#jeansmedellin
tentacionjeans,169,"2,526",Private Account,3108290714,3252201,,Diseño y Creatividad  Ventas al por mayor  Whatsapp 57 3108290714brOutlet Diagonal 74D  32BB52 L201brMedellinColombia,www.tentacionjeans.com,#jeansmedellin
andreaduquereposteria,"1,277","6,287",Private Account,3006461958,,,Repostería Virtualbra class hrefexploretagsreposteríaReposteríaa bra class hrefexploretagstortastematicastortastematicasabra class hrefexploretagsgalletasGalletasa a class hrefexploretagscupcakesCupcakesa bra class hrefexploretagsmesasdulcesMesasDulcesabrCotizaciones y Pedidos WhatsApp br3006461958 a classnotranslate hrefinvitacionescreamorinvitacionescreamora,api.whatsapp.com/send?phone=573006461958,#originalesmedellin
sanpauljeans,25,65,11-May-17,,,,Jeanswear  y tshirts últimos diseños y moda de alta calidad y que Tu puedes tener envíos a todo el país,No link,#originalesmedellin
farichistudio,"1,224","5,684",18-Aug-18,3148302120,,,Farichi se siente bienbrEnvíos gratis a todo el país brWhatsapp  57 314 830 21 20bra classnotranslate hreffarichistudiofarichistudioa a class hrefexploretagsfarichisesientebienfarichisesientebienabrShop Online ,www.farichi.com.co,#originalesmedellin
modadenimcolombia,861,"1,768",Private Account,3012472222,,,Sady 57  3012472222brCúcuta a class hrefexploretagscolombiamoda2018colombiamoda2018a brBucaramanga a class hrefexploretagscolombiacolombiaabra class hrefexploretagstextilTEXTILa a class hrefexploretagsdenimpremiumdenimpremiuma,No link,#originalesmedellin
kuxiukotienda,"1,225","1,448",Private Account,3003374867,,, Ropa Nacional E Importada  br WatsAPP 3003374867 br Cc venaver Medbr Loc 176 br Despachos a todo el paísbr Ventas al por Mayor y Detal,No link,#originalesmedellin
vertkaljeans,77,"4,351",11-Jun-18,3173474799,,,Somos una marca colombiana que confecciona jeans pensando en realzar la belleza natural de la mujer latina WP  3173474799  Envíos a toda Colombia,goo.gl/forms/l37jbqRbYGbinJ6I3,#originalesmedellin
therosecol,439,"1,482",2-Mar-18,,,,Somos una empresa antioqueña del sector textil que se encarga del diseño confección y distribución de blue jeans femeninos y masculinos,www.therose.com.co,#originalesmedellin
amenjeanswear,"1,514","10,351",19-Aug-18,3052289692,,, Ropa para los  hombres que se arriesgan a vivir al máximo brAmén Kids  para los chicos que cuentan su propia historia brCompra aqui   3052289692,www.youtube.com/channel/UCEXiQUC1ZM4aKvFktnewbig,#originalesmedellin
modaropaymaquillaje,141,"1,184",21-Jun-16,3017809565,,,Ropa traída de París y de los Angeles a class hrefexploretagsropamedellinropamedellina a class hrefexploretagsropadeparisropadeparisa a class hrefexploretagsropadelosangelesropadelosangelesabra class hrefexploretagsventasalpormayoryaldetalventasalpormayoryaldetalabrmaquillajeymodagmailcombrCel 3017809565,No link,#originalesmedellin
rosacristalmoda,35,270,2-May-16,,,,No biography,No link,#originalesmedellin
medejeans1,60,50,27-Apr-16,,,,Jeans en Medellín Los mejores jeans y camisas con la mejor calidad y al mejor precio para mujer y hombre Mayor información por direct ,No link,#originalesmedellin
playmodeljeans,706,"18,247",29-Nov-17,3173664316,,,Somos fabricantes y mayoristas brVentas por catálogobrWhatsApp  317 366 43 16brEnvíos a todo el país brEscríbenos al Whastapp,goo.gl/fuyyyZ,#originalesmedellin
s.smerchandise,520,"1,345",Private Account,,,,Ventas Por unidad  Modelos exclusivosmarcas Luis Vuitton Armani etcjeans dama DoFiaraSJkaroshesignosNampE forluxlujuriamarra,No link,#originalesmedellin
ag_jeans,117,769,6-May-16,3206800928,,,AGJeans marca 100 Colombiana                      Jeans con alto contenido de diseño y excelente calidadbrVentas al por mayorbr573206800928brMEDCOL,No link,#originalesmedellin
underground_com,352,801,20-Aug-18,3146694883,,,ENVIOS A TODO EL PAIS brLo MEJOR en SWEATERS CHOMPAS Y ACCESORIOS  3146694883,No link,#originalesmedellin
aeromedellinclothes,21,84,19-Nov-15,,,,Ropa americana hampm oldnavy aeropostale american eagle SOLO MEDELLIN,No link,#originalesmedellin
paloerosajeans,306,889,5-Jan-16,,,3288604818,La mejor calidad y los diseños más exclusivosbrDisponibilidad pbx574 5133578 brAnímate y obtén tu Paloerosa No te arrepentirás,www.facebook.com/pages/Paloerosa-Jeans/195328860481844,#originalesmedellin
fansdemalumaaa,"20,678","110,503",19-Feb-18,,,,Contrataciones e información contratacionesmalumaroyaltyworldinccom   link  a class hrefexploretagscorazóncorazóna official video,youtu.be/GmHrjFIWl6U,#originalesmedellin
malumafamilyhonduras,"2,775","9,819",28-Jan-17,,,391833159,Somos el Unico Club de Fans Oficial de MALUMA En HondurasbrSigannos en FB,m.facebook.com/Maluma-Family-Honduras-1484471391833159,#originalesmedellin
tattylane,"1,613","1,557",20-Aug-18,,,,br,www.facebook.com/tattylane,#originalesmedellin
lelajeans,801,"17,048",14-Aug-18,3206660535,,,Marca de jeans en constante evolución ofrecemos diseños exclusivos inspirados en la belleza de la mujer Creatividad diseño y calidad brCel 3206660535,www.lelajeans.com,#originalesmedellin
lumodafemenina,115,232,27-Jul-18,3007666647,,,Lindos diseños hechos en Medellin Colombia   Envíos nacionales   luisafernandacorreagmailcom Wapp 300766 66 47,No link,#originalesmedellin
jeansmercy,"1,015","1,220",20-Aug-18,,,,Mercy Jeans es una marca de jeans para mujer innovadora sobria y de excelentes gustos con diseños excepcionales,www.colombiajeans.co,#originalesmedellin
dohkojeans,299,61,29-Jan-17,,,,Dohko Jeans para hombres guerreros con una personalidad triunfadora inquietante y sobre todo vanguardista,www.dohkojeans.com,#originalesmedellin
