nombre,no_publicaciones,no_seguidores,fecha_ult_pub,tel1,tel2,tel3,bio,link,keyword
piedra_sol,285,"1,465",9-Jul-18,3147618813,3217068449,,Los mejores accesorios elaborados a mano   Integra cada parte de ti cree y haz que suceda  Envíos a todo el país  3147618813  3217068449,www.facebook.com/PiedraSol.07,#accesoriosmedellin
relojesvyper_barranquilla,158,"8,980",6-Jul-18,,,3142268898, Cuál es tu Estilo Marca la Diferencia  Compra 100 Segura   Envíos a cualquier lugar   Distribuye nuestra marca   Whatsapp  ,api.whatsapp.com/send?phone=573142268898,#accesoriosmedellin
pasion_accesorios,103,595,9-Jul-18,3148691389,,,Tienda Virtual Medellín  Envíos Nacionales Ventas Al Por Mayor Y Detal  WhatsApp  3148691389 a class hrefexploretagspasionaccesoriospasionaccesoriosa,No link,#accesoriosmedellin
ayatta.accesorios,38,67,9-Jul-18,,,,RELOJESGAFASBISUTERÍAARTÍCULOS DE MODA   Tienda virtual Medellín Envíos a todo el país   Compra  segura  Pedidos Whatsapp 311,No link,#accesoriosmedellin
disenio_lunada,"2,756","6,141",9-Jul-18,,,,Delicate Handmade Accessories  Follow a classnotranslate hreflunadalimitedlunadalimiteda  Worldwide shipping  Venezuela 584127123487  diseniolunadagmailcom,www.facebook.com/Disenio.Lunada,#accesoriosmedellin
simplementedivino,"1,555","7,910",9-Jul-18,3146787598,,,En cada una de nuestras piezas tenemos una historia para contarte  ShowrroomVia Primavera 57 3146787598,No link,#zapatosmedellin
sunmarketoficial,158,552,9-Jul-18,3007804020,,,Lugares Soñados Amantes del Verano Publicidad para Prendas y   Accesorios de Mujer MedellinColombia Contacto  3007804020,No link,#zapatosmedellin
import_sc,169,946,28-Jun-18,,,3113623917,Tienda virtual  Variedad en productos   Envíos a todo el país Pago contra entrega No se aceptan LLAMADAS  Whatsapp directo a class hrefexploretagsimportscimportsca,api.whatsapp.com/send?l=es&amp;phone=573113623917,#zapatosmedellin
accesoriosfemm,121,431,9-Jul-18,3006030304,,,Hecho a mano compra colombiano 300 603 0304 Envíos nacionales a class hrefexploretagsmedellínMedellína  pedidos WhatsApp Encuentra todos los precios en nuestro Facebook ,www.facebook.com/femm.accesorios,#zapatosmedellin
waraaccesorios,287,"1,412",28-Jun-18,3003069506,,,Marca creada pensando en la innovación para la mujer Envíos  a toda Colombia WhatsApp57 3003069506 contáctanos enlace al WhatsAppa class hrefexploretagswaraaccesorioswaraaccesoriosa,api.whatsapp.com/send?phone=573003069506,#zapatosmedellin
creaciones_tai,188,"5,495",7-Jul-18,3113192886,,,Línea de accesorios en piedras naturales Conexión con la belleza y sabiduría de los cristales  wapp 3113192886 a classnotranslate hreftainaperezariastainaperezariasa MedellinColombia,No link,#zapatosmedellin
mistica_estilo,"1,701","1,233",9-Jul-18,3193889464,,,Tienda Virtual 3193889464  a class hrefexploretagsaccesoriosAccesoriosa personalizados por mayor y detal Servicio a class hrefexploretagsestampaciónestampacióna y a class hrefexploretagsmodisteríamodisteríaa  No es lo que usas es tu esencia,m.facebook.com/misticaklere11,#zapatosmedellin
trevestuario,332,"2,688",9-Jul-18,3182152809,,,Tienda Virtual  Accesorios y prendas  Hecho con amor Apoya lo local  Envíos a todo el país  573182152809 a class hrefexploretagstrévestuariotrévestuarioa a class hrefexploretagsyosoytrévestuarioyosoytrévestuarioa,No link,#zapatosmedellin
julianacarcamoaccesorios,11,"2,283",3-Jul-18,,,3017769351, Amor por lo que haces Bisuteria  Regala amor  Pide tu domicilio  Personalizamos tus accesorios  MedellínColom,api.whatsapp.com/send?phone=+573017769351&amp;text=Hola%2C+estoy+interesado+en+conocer+tus+productos,#zapatosmedellin
anelytienda,"1,420",703,10-Jul-18,3132784767,3103879382,,TejidosAccesorios RelojTennis a class hrefexploretagsanelytiendaanelytiendaa   Envíos a toda Colombia   Domicilio Gratis en Medellín Info y Pedidos  3132784767  3103879382,anelytienda.mercadoshops.com.co,#zapatosmedellin
accesoriosonlinemedellin,256,"31,616",9-Jul-18,3113734900,,,Domicilios Medellin y envíos nacionales  tienda  online what 3113734900 Facebook  Accesorios online Medellín Ventas por unidad y al por ma,No link,#zapatosmedellin
petulante_store,13,137,8-Jul-18,3104576318,,,Tienda virtual Excelente calidad Mercancía 100 GARANTIZADA Pago contra entrega  Domicilio gratis área metropolitana WhatsApp3104576318,No link,#zapatosmedellin
accesorios.mia.20,780,"1,679",9-Jul-18,3053208007,,,Balacas corbatines accesorios     Personaliza como quieras   WhatsApp 3053208007 Envíos Nacionales  a classnotranslate hrefmiabeautyshopmiabeautyshopa  a classnotranslate hreflaboutiquedemia20laboutiquedemia20a,api.whatsapp.com/send?phone=573053208007,#zapatosmedellin
mariaepalacioacces,137,132,1-Jul-18,,,3205502585,Bienvenidos Hecho a mano Hecho con amor Facebook Maria E Palacio Envios a toda Colombia MedellinCartagena Escribenos al Whatsaap,api.whatsapp.com/send?phone=573205502585,#zapatosmedellin
deseomagico12,239,"1,007",9-Jul-18,,,3053939195,Descubre la magia que tenemos para ti Accesorios Maquillaje Jabones naturales Domicilios y Envios  Escribenos al Whatsapp,api.whatsapp.com/send?phone=573053939195,#zapatosmedellin
perlatto_accesorios,"1,425","3,643",9-Jul-18,,,3003673425,Tienda VirtualTodo para  MedellinColombia  Envíos a todo el país  Domicilios en Medellin  WhatsApp no llamadas Haz click,api.whatsapp.com/send?phone=573003673425,#zapatosmedellin
indigo.store_,56,553,9-Jul-18,3117396028,,, Tienda virtual   Whatsapp 3117396028  Ventas al por mayor y detal  Entregas en Medellín  Envíos a otras ciudades,No link,#zapatosmedellin
bm_accesorios15,299,819,3-Jul-18,3006053705,,, Accesorios hechos a mano en Colombia   Diseñamos y Fabricamos para tu marca  Tienda online  Envíos a todo el pais  WhatsApp 3006053705,api.whatsapp.com/send?phone=3006053705,#zapatosmedellin
diamondboutiquemedellin,72,92,27-Jun-18,3108207413,,,Todas las marcas Medellin colombia Domicilios en Medellin  Whatsapp 3108207413 ,No link,#zapatosmedellin
tornasoljoyas,31,387,27-Jun-18,3113592345,3122545795,,a class hrefexploretagsjoyasJoyasa inspiradas en la maravillosa diversidad de a class hrefexploretagsavesavesa de Colombia   3113592345  Wp 3122545795 Envíos a toda Colombia,No link,#zapatosmedellin
mariac_jewelry,35,444,9-Jul-18,3153971168,,,Handmade Fashion Jewelry WhatsApp 315 3971168  Bogotá  Envíos a todo el país,No link,#zapatosmedellin
relojesvyper_bogota,117,"10,103",7-Jul-18,,,3142268898, Cuál es tu Estilo Marca la Diferencia  Compra 100 Segura   Envíos a cualquier lugar   Distribuye nuestra marca   Whatsapp  ,api.whatsapp.com/send?phone=573142268898,#zapatosmedellin
modaespinela,35,725,6-Jul-18,3008927376,,,TIENDA DE BOLSOS Y ACCESORIOS  VENTAS AL POR MAYOR Y AL DETAL CC JAPON EL HUECO MEDELLÍN LOCAL 120 envios a todo el país  3008927376,No link,#zapatosmedellin
dekoloving,79,"1,937",27-Jun-18,3006134326,,,Joyeria y bisuteria artesanal de la mejor calidad       Cumpliendo sueños Ventas al por mayor Envíos a nivel nacional  Pedidos 3006134326,No link,#zapatosmedellin
flordemelocotonmed,241,774,7-Jul-18,3053336522,,,Hechos en Medellín productos que enamoran  Escríbenos al whatsApp  305 333 65 22  Siguenos también en  a class hrefexploretagsflordemelocotonmedflordemelocotonmeda,facebook.com/flordemelocotonmed,#zapatosmedellin
gemmariusaccesorios,82,974,29-Jun-18,,,,a class hrefexploretagscompracolombianoCompraColombianoa  Tenemos envíos a toda Colombia  Domicilios en la ciudad de Medellín Ventas al por mayor y al detal,No link,#zapatosmedellin
antojate.accesorios,73,"2,398",5-Jul-18,,,3132862131,Accesorios hermosos a precios a justos compra segura Visitame también en a classnotranslate hrefantojitosparatodosboutiqueantojitosparatodosboutiquea a classnotranslate hrefbellamorpropiobellamorpropioa whap directo,api.whatsapp.com/send?phone=573132862131,#zapatosmedellin
antojitosparatodosboutique,236,"3,531",9-Jul-18,,,3132862131,Te ofrecemos productos de alta calidad y al alcance de tods Precios justos  ventas al detal envios COLOMBIA whapsap visitame a classnotranslate hrefbellamorpropiobellamorpropioa,api.whatsapp.com/send?phone=573132862131,#zapatosmedellin
estefaniaccesorios,"2,118","1,415",9-Jul-18,,,,Reputación a class hrefexploretagsclientestefaniafelizclientestefaniafeliza  Diseñadora de joya Tienda virtual Ventas al detal contacto al 04241825944 envíos Nacionales Por TEALCA DOMESA,No link,#zapatosmedellin
tenismedellin100,37,447,17-Nov-17,3216158342,,,Tenis 100 importados Compra segura Los mejores precios Al por mayor y detal  Envíos a todo el país  Wapp3216158342 contra entrega en medellin,No link,#zapatosmedellin
tulipanojoyeria,36,279,9-Jul-18,3008701057,,,Joyería que inspira a llevar un pedacito de la naturaleza siempre contigo Maria Monica Ruiz F a classnotranslate hrefbiomarbiomara  57 3008701057  Medellín Colombia,No link,#zapatosmedellin
jyaropayaccesorios,25,27,6-Jul-18,,,,Ventas al detal  Pregunta por la disponibilidad en los productos  Excelente calidad,No link,#zapatosmedellin
_skulldesign,434,"1,295",9-Jul-18,3103764920,3146485880,337723493,Accesorios Envios en Medellín y a nivel nacional  Contáctanos al wpp 3103764920 3146485880 Ventas al por mayor y al detal 2017,www.facebook.com/Skull-Design-791255337723493,#zapatosmedellin
utopiastore2018,38,49,3-Jul-18,,,,Ropa  y accesorios  Domicilios y envíos  a classnotranslate hrefutopiastore2018utopiastore2018a SK a classnotranslate hrefkarenciro17karenciro17a a classnotranslate hrefsvalencia95svalencia95a,No link,#zapatosmedellin
kaycee.boutique,150,211,2-Jul-18,3006466640,3012817774,,Tienda virtual de ropa y accesorios INFO 3006466640  3012817774 ventas en medellín ,No link,#zapatosmedellin
ventas_pocholica,427,726,8-Jul-18,3206981922,,,Medellin Colombia Información 320 698 19 22  Envios a todo Colombia,api.whatsapp.com/send?phone=573206981922,#zapatosmedellin
velvet_tiendavirtual,102,423,25-Jun-18,3196507749,,,By a classnotranslate hrefleialarconleialarcona  a class hrefexploretagsvelvetvelveta  319 6507749 MedellínColombia  TIENDA VIRTUALEnvíos a todo Colombia,No link,#zapatosmedellin
epiphanyaccesorios,37,103,26-Jun-18,3014700059,,,Diseñamos con todo el amor accesorios femeninos Exclusividad con lotes pequeños de cada diseño Visita nuestra tienda  wp 3014700059,goo.gl/Ceu8Qk,#zapatosmedellin
joyeriamelissamedellin,86,560,4-Jul-18,,,,a class hrefexploretagstiendaonlinetiendaonlinea desde Medellín con hermosa joyeria elaborada en acero 100 garantizada servicio de domicilio Excelente calidad al mejor precio,joyeriamelissa.com,#zapatosmedellin
rey_artesaniasyvariedades,611,"2,601",7-Jul-18,,,3013521018,Importadoresmayoristas COL Bisutería Artesanías y Souvenirs 6749296 Envíos Nacionales Cuenta vinculada a classnotranslate hrefreyartesaniasreyartesaniasa dale click y contáctanos ,api.whatsapp.com/send?phone=573013521018,#zapatosmedellin
nativa_store_,20,137,4-Jul-18,,,,Tienda virtual de accesorios  Domicilios       área de Medellín  Pedidos por inbox   Encuentra en nuestros accesorios un obsequio ,No link,#zapatosmedellin
claudiagarciaaccesorios,292,"3,647",9-Jul-18,3217479955,,,Accesorios personalizados Para Hombres y Mujeres a class hrefexploretagsclaudiagarciaaccesoriosclaudiagarciaaccesoriosa a class hrefexploretagsmanillasconpropositomanillasconpropositoa  a class hrefexploretagsaccesoriosconpropositoaccesoriosconpropositoa 3217479955,api.whatsapp.com/send?phone=573217479955,#zapatosmedellin
trascendenza_,839,"47,019",9-Jul-18,3137935255,,,Más que un amuleto somos inspiración para TRASCENDER Created by a classnotranslate hrefjulianagutierrezgiraldojulianagutierrezgiraldoa  Pedidos Whatsapp  313 793 5255 MedCol,www.trascendenza.co,#zapatosmedellin
hippiechic_2018,245,321,4-Jul-18,3166270867,,,Accesorios para ti  Tienda virtual 3166270867 Pago contra entrega o por transferencia App Bancolombia Envíos seguros por todo el país,No link,#zapatosmedellin
paraisovioleta_envigado,83,74,9-Jul-18,3639343052,,,Accesorios para tu imagen El complemento para tus outfits Plan separe Calle 36 sur  3934 Barrio mesa Envigado 3052331546,No link,#zapatosmedellin
coco_accesorios03,409,"1,764",5-Jul-18,3104390383,,,Accesorios femeninos ventas por mayor y al detal inicia tu propio negocio   Excelentes utilidades  Info  3104390383,No link,#zapatosmedellin
accesorios_galia,602,"3,644",6-Jul-18,3212077774,,,Cúcuta NDS  Empresa colombiana haciendo diseños únicos para ti con amor  Usamos piedras semipreciosas acero y plata  Whatsapp 3212077774,No link,#zapatosmedellin
mithraccesorios,211,"1,792",9-Jul-18,,,,DEJA QUE TU ENERGÍA FLUYA La felicidad no está en la perfección  sino en el balance   Poder  Belleza  Armonía  BY a classnotranslate hrefEstefaniaVelasquezCEstefaniaVelasquezCa,No link,#zapatosmedellin
lunadalimited,13,42,4-Jul-18,,,,Delicate Handmade Jewelry Limited Edition Also Follow a classnotranslate hrefdiseniolunadadiseniolunadaa  World Wide Shipping   diseniolunadagmailcom  58412712348,No link,#zapatosmedellin
mainstore1,44,84,8-Jul-18,3147096608,3008921924,,Accesorios relojes ropa artículos deportivos y más Envíos a todo el país  Domicilio Medellin Wpp 31470966083008921924,No link,#zapatosmedellin
turmeleroaccesorios,"1,088",970,28-Jun-18,3187304396,,,WhatsApp 318 730 43 96 Medellín  Colombia Entregas en la estación Floresta o en la Universidad de Medellín Envíos a todo el país,api.whatsapp.com/send?phone=573187304396,#zapatosmedellin
valeriadesignsaccesorios,544,"1,622",9-Jul-18,,,3207199134,Accesorios para toda ocasión Collares  Pulseras  Aretes Productos  Colombianos Envíos Nacionales COMPRA SEGURA wwwvaleriadesignscomco,api.whatsapp.com/send?phone=573207199134,#zapatosmedellin
mada_productos,23,"14,153",6-Jul-18,,,,C O L O M B I A   M E D E L L I N   Productos del mundo  V e n t a s  Experience  Envíos a todo el pais  a class hrefexploretagsventasaquiVenTasAquia ,No link,#zapatosmedellin
fridamultimarca,23,161,30-Jun-18,,,,No biography,No link,#zapatosmedellin
mangobicheboutique1,"4,026","130,401",9-Jul-18,3710543520,,3108204099,Tienda de ropa femenina   Crr 37 1054Medellin  No se vende por mayor 3520326 5731082040993023361163 Art en promo no tienen cambio ,api.whatsapp.com/send?phone=573108204099,#zapatosmedellin
valquiria.accesorios2,61,242,9-Jul-18,3008476236,,,ACCESORIOS PARA MUJER Pedidos mínimo con 1 día de anticipación Whats 3008476236 Envíos nacionales Medellín,No link,#zapatosmedellin
dreambigaccesorios_,105,500,2-Jul-18,3137055686,,,ACCESORIOS HECHO A MANO Domicilios en Medellín  Envios NACIONALES  VENTAS AL POR MAYOR Y DETAL  Info al direct  o  3137055686,No link,#zapatosmedellin
ecozun.vargas,65,359,9-Jul-18,3224135833,,,Somos fabricantes al por mayor y al detal Innova e inicia tu negocio whatsapp  322 4135833  variedades en tamaño y color BOGOTA  COLOMBIA,No link,#zapatosmedellin
accesorioskaliope,66,191,27-Jun-18,3202678249,,,Tu Futuro Depende De Lo Que Hagas Hoy  Envíos Nacionales  Ventas al por mayor y al detal  Solo Whatsapp no Llamadas  3202678249,No link,#zapatosmedellin
angellyaccesorios,378,479,8-Jul-18,,,,Accesorios llaveros Ropa Interior Envios a todo Colombia Yuly Angelly Quintero Pedidos por direct,No link,#zapatosmedellin
avroseaccesorios,120,"11,591",8-Jul-18,3043550083,,,crearamarcrecer Amamos lo que hacemos a class hrefexploretagsavloverAVLovera  Direct   57 3043550083  Envíos a todo Colombia  Recibimos BITCOIN  Pedidos ,bit.ly/2FlM6pj,#zapatosmedellin
fannerag,23,"1,830",21-Jun-18,,,,SI TIENES UN RELOJ ESTO ES PARA TI Mantenimiento  reparación  y RESTAURACION  CC SANTA FE local 4170 KEVINS JOYEROS CC EL TESORO local 30,No link,#zapatosmedellin
guacastv,337,"13,390",6-Jul-18,3167528430,,, a classnotranslate hrefguacastvguacastva  Precios en cada foto  a class hrefexploretagsenvíosnacionalesEnvíosNacionalesa a class hrefexploretagsdomiciliosDomiciliosa a class hrefexploretagscontraentregacontraentregaa en a class hrefexploretagsmedellínMedellína a class hrefexploretagswhatsappWhatsAppa 3167528430 Link directo de WP,api.whatsapp.com/send?l=es&amp;phone=573167528430,#zapatosmedellin
kalanchoetienda,"4,755","20,098",9-Jul-18,,,,Boutique Multimarca  ModaComplementosJoyeríaBelleza amp Deco a class hrefexploretagsitsallabouthemixitsallabouthemixa  Compra en línea y tiendas físicas a class hrefexploretagskalanchoestylekalanchoestylea a class hrefexploretagskalanchoetiendakalanchoetiendaa,www.kalanchoetienda.com,#zapatosmedellin
face2facebolsosycalzado,"1,039","24,788",9-Jul-18,3771127112,,3165274539,Compra Online wwwface2facecomco  CC FLORIDA 99377 CC GRAN PLAZA 1127 CC PUERTA NORTE 1128  CC MEGACENTRO 0156 Envios Nacionales a todo Colombia,api.whatsapp.com/send?phone=573165274539&amp;text=ventas,#zapatosmedellin
face2facebolsos,"1,377","10,847",9-Jul-18,3771127015,,,wwwface2facecomco CC Florida 99377  CC Gran plaza 1127  CC Megacentro 0156 Puerta norte 1128  Envios Nacionales a todo Colombia WhatsApp 3165274539,iglink.co/face2facebolsos,#zapatosmedellin
beautythings_store,432,"2,667",7-Jul-18,3117299978,,,LO QUE UNA MUJER SIEMPRE QUIERE                                    WhatsApp 3117299978                   MedellínCol,No link,#zapatosmedellin
dulcesuspiros1,124,152,21-Jun-18,3023241972,,, Tienda online    Bello  Medellin  Domicilios en Medellín  Info wpp  3023241972  Compras  seguras  Envíos a todo el país  ,api.whatsapp.com/send?phone=573023241972,#zapatosmedellin
essencia_disenos,21,195,19-Jun-18,3003620878,,,Accesorios para mujer  Estamos en Medellín  Envíos nacionales Contacto por Whatsapp 3003620878,No link,#zapatosmedellin
acc_eladan,52,395,19-Jun-18,,,,Accesorios  Entrega segura  Medellín  Colombia  Al por Mayor y Detal  Más info  Direct ,No link,#zapatosmedellin
escargot.store,126,"5,875",9-Jul-18,3022736221,,,Handmade with LOVE  Minimalist Jewlery WhatsApp 3022736221  Colombia  a class hrefexploretagsjewlerydesignjewlerydesigna a class hrefexploretagsaccesorioaccesorioa,www.renuevatucloset.com.co/le-escargot,#zapatosmedellin
trenditstore1,227,"1,953",9-Jul-18,3183117656,,,TIENDA VIRTUAL  Envios a toda  Domicilio Med Productos enviados desde  CONFIABLE  By a classnotranslate hrefeliesco1990eliesco1990a WH  3183117656 14077518938,api.whatsapp.com/send?phone=14077518938,#zapatosmedellin
rey_artesanias,29,77,7-Jul-18,,,3013521018,Artesanías souvenirs Col  Envíos a todo el país FabricantesImportadores directosMayoristas a classnotranslate hrefreyartesaniasyvariedadesreyartesaniasyvariedadesa Contacto,api.whatsapp.com/send?phone=573013521018,#zapatosmedellin
accesorios.okra.col,202,789,9-Jul-18,3531922740,,,IMPORTADORESFABRICANTES Cc Babilonia Local 135 San Andresito San José Bogotá  Oriente Antioqueño Envíos a todo el país 3192274009 3192678538,www.facebook.com/accesorios.okra.col,#zapatosmedellin
dacari_accesorios,77,753,28-Jun-18,3005537117,,,Tienda virtual      Accesorios hecho a mano Domicilios en Medellín y envíos a todo el país      Realizamos personalizados  57 3005537117 ,api.whatsapp.com/send?phone=573005537117,#zapatosmedellin
azuleek,156,"1,637",9-Jul-18,3007059819,,,Accesorios elaborados en bronce con baño de oro Brilla al estilo Azuleek Envíos a toda Colombia 3007059819 WhatsApp By a classnotranslate hrefmayramuskusmayramuskusa BARRANQUILLA,No link,#zapatosmedellin
multiventas_hdm,342,522,9-Jul-18,,,3053552881,Tienda virtual al mejor precio a class hrefexploretagsaccesoriosAccesoriosa a class hrefexploretagssonidoSonidoa a class hrefexploretagsropaRopaa a class hrefexploretagszapatosZapatosa a class hrefexploretagshobbiesHobbiesa Envíos a TODO EL Pais Celulares a crédito en Medellín a class hrefexploretagsventasonlinecolombiaventasonlinecolombiaa,api.whatsapp.com/send?phone=573053552881,#zapatosmedellin
valentinabonita.co,92,137,4-Jul-18,3137420215,,,Envíos Nacionales Accesorios para entrega inmediata y personalizados Pedidos lunes a viernes de 8am  5pm  3137420215 TIENDA VIRTUAL,No link,#zapatosmedellin
la_italiana_store,164,173,3-Jul-18,,,3012117999,Ventas Al Por Mayor Y Al Detal En Plata Ley 925 Fantasía Murano Golfield Acero  y Relojeria,api.whatsapp.com/send?phone=573012117999,#zapatosmedellin
asdecorazon1u11,3,98,9-Jul-18,,,, Pañoletas hechas con la milenaria técnica a class hrefexploretagsbatikbatika  Piezas únicas obras de arte,No link,#zapatosmedellin
siddhartha_musical,199,"4,309",9-Jul-18,3105951992,,,Bienvenidos amigos de la música                                          57 310 595 19 92     231 35 66,www.siddharthamusical.com,#zapatosmedellin
medventas,256,"4,391",14-Jun-18,3008764756,,,Ventas al por mayor y detal Envíos en Colombia COMPRA A UN CLICK 3008764756,api.whatsapp.com/send?phone=573008764756,#zapatosmedellin
cmartienda,54,321,3-Jul-18,3006211089,,,Cmar está ubicado en la ciudad de Medellin Whatsapp 3006211089,No link,#zapatosmedellin
viviaccesorios,"1,005","1,681",9-Jul-18,3164755618,3155854508,,CC Premium Plaza Medellin574 o 2284775 3164755618 o 3155854508 Venta al por mayor y detal Síguenos en FB  a classnotranslate hrefviviaccesoriosfaceviviaccesoriosfacea,No link,#zapatosmedellin
iserns,672,"8,342",10-Jul-18,3059140533,,,Marketplace que permite a emprendedores artesanos publicar sus tiendas en línea  isernsgmailcom  1   305 9140533  58 212 7307346,www.iserns.com,#zapatosmedellin
miunicornioazul0101,368,947,9-Jul-18,,,,Cosas lindas hechas con amorpedidos por interno se hacen entregas en la Udea o en una estación del metro de Medellín Se hacen envíos nacionales,No link,#zapatosmedellin
camisetasdominic,60,"1,252",4-Jul-18,3046600096,,,Camisetas y accesorios  Medellin  Antioquia Pedidos unicamente whatsapp  304 660 00 96 Envíos a todo el pais  Ventas al por mayor y al detal,No link,#zapatosmedellin
elgabinetecurioso,51,778,12-Jun-18,,,,x x x x    COLLARES  BOLSOS  GAFAS  ETC         Medellín           Envíos nacionales,No link,#zapatosmedellin
divinatentacion6,156,513,9-Jul-18,,,,Cositas hermosas para ti  Tienda virtual  Medellín  Envíos a todo el país Chatea con nosotros,No link,#zapatosmedellin
pirita_accesorios_,175,194,5-Jul-18,3044131343,,3034734084,Hechos a mano por diseñadoras    piritaaccesorioslmgmailcom  Etiquétanos a class hrefexploretagspiritaaccesoriospiritaaccesoriosa   Envíos nacionales e inter  573044131343,m.facebook.com/Pirita-accesorios-142911223034734/?tsid=0.8455721693391742&amp;source=result,#zapatosmedellin
accesorioscaramela,433,"1,389",9-Jul-18,3217630728,,, Accesorios y más  WE ARE PET FRIENDLY Pedidos 3217630728,No link,#zapatosmedellin
cisneazultienda,136,"1,176",9-Jul-18,3113782557,,,Bello  Colombia Envíos nacionales Oro golfi y acero Accesorios divinos By a classnotranslate hrefelianabhenaoelianabhenaoa WhatsApp 57 3113782557 Escríbenos,api.whatsapp.com/send?phone=573113782557&amp;text=%3A%29,#zapatosmedellin
mokastars,185,95,11-Jun-18,3014830094,,,Un sitio pensado para ti  Maquillaje y Accesorios Excelentes productos y novedades  WhatsApp 57 3014830094 Envíos Nacionales,No link,#zapatosmedellin
agatha_co,257,"4,620",9-Jul-18,3133620755,,,Sara Ramirez Puerta  Envios a todo Colombia  3133620755,No link,#zapatosmedellin
nataliamartinezjewelry,163,"3,532",9-Jul-18,3104753854,,,Handmade Jewelry Envios nacionales  Contacto  57 310 475 3854  57 316 526 3923,No link,#zapatosmedellin
marketmundo,48,116,27-Jun-18,3052950350,,,MARKET MUNDO Contacto 3052950350 o al Direct  Productos de alta calidad  Envios a todo Colombia  a class hrefexploretagsventaderelojesventaderelojesa a class hrefexploretagsventadeaccesoriosventadeaccesoriosa a class hrefexploretagsregalosregalosa,No link,#zapatosmedellin
hamsalove.co,384,557,11-Jun-18,,,3147433647,MdeColombia WHATSAPP ,api.whatsapp.com/send?phone=573147433647,#zapatosmedellin
accesoriosymasmedellin,295,"3,157",28-Jun-18,3113734900,,,Domicilios medellín y envíos nacionales Servicio de pago contra entrega 100 online  3113734900 FB Accesorios online Medellín,No link,#zapatosmedellin
_supreme_store,46,"11,415",12-Jun-18,3012818950,,,Elegancia a tu alcance  Envíos a todo el país  Domicilios en Medellín Gratis  WhatsApp 301 281 8950,No link,#zapatosmedellin
ferneyni,72,"2,015",9-Jul-18,,,,Miembro a classnotranslate href4focusph4focuspha  Medellín  Colombia,edgarfninoc.wixsite.com/ferneyni,#zapatosmedellin
saritabolivarfotografia,165,"1,255",18-Jun-18,3008627244,,, Fotógrafa Saritabolivarfotogmailcom  300 862 72 44   MedellínColombia,api.whatsapp.com/send?l=es&amp;phone=573008627244,#zapatosmedellin
casarte_accesorios,456,"1,219",2-Jul-18,3163999731,,,Somos una tienda virtual dedicada a diseñar accesorios para el cabello 100 artesanales Materiales de alta calidad 3163999731Colombia,api.whatsapp.com/send?phone=573163999731,#zapatosmedellin
amartijoyeria,64,113,6-Jun-18,,,3127771097,Hermosas joyas italianas de plata ley 925,api.whatsapp.com/send?phone=573127771097,#zapatosmedellin
